run_id,scenario,seed,tau_d,cyc_h,Twake,sigma,pRevert,revStore,oxyRev,wound_start_h,wound_freq_h,wound_size,wounds_inflicted,stop_threshold,check_every_h,wounding_stops_on_threshold,clone_established_at_h,target_hours,elapsed_h,final_clone_size,final_cells_total,final_density,final_clone_frac,final_burden,rev_total,rev_lost,rev_oxy_death,shed_total,div_total
1000011,chronic,11,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,396,500,24.0,False,8784.0,20000,20000.0,1654,3083,0.5134910059960026,0.536490431397989,1676,294,17174,0,1135665,1179398
1000000,chronic,0,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,1584,500,24.0,False,3216.0,20000,20000.0,3023,3023,0.5034976682211859,1.0,2979,145,13737,0,1777992,1893824
1000007,chronic,7,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,792,500,24.0,False,3432.0,20000,20000.0,2284,3083,0.5134910059960026,0.7408368472267273,2322,213,18521,0,1569312,1643321
1000010,chronic,10,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,1584,500,24.0,False,1800.0,20000,20000.0,2889,2999,0.4995003331112592,0.9633211070356785,2851,158,16970,0,1827839,1948302
1000006,chronic,6,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,1584,500,24.0,False,2928.0,20000,20000.0,2409,3013,0.5018321119253831,0.7995353468304016,2440,211,18283,0,1605882,1724284
1000013,chronic,13,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,792,500,24.0,False,2712.0,20000,20000.0,3057,3057,0.5091605596269154,1.0,3030,174,16707,0,1768458,1842966
1000016,chronic,16,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,396,500,24.0,False,3768.0,20000,20000.0,1917,3101,0.5164890073284477,0.618187681393099,1925,238,18056,0,1506653,1552257
1000014,chronic,14,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,396,500,24.0,False,9984.0,20000,20000.0,1442,3117,0.5191538974017322,0.4626243182547321,1514,352,13797,0,976521,1016267
1000012,chronic,12,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,792,500,24.0,False,2856.0,20000,20000.0,3027,3027,0.504163890739507,1.0,2998,179,14364,0,1821619,1893839
1000026,chronic,26,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,1584,500,24.0,False,2040.0,20000,20000.0,2535,3020,0.502998001332445,0.8394039735099338,2569,155,17941,0,1730517,1850910
